City,Latitude,Country,Hemisphere,Type,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Lat,Lng,rng_1880_1910,rng_1911_1940,rng_1941_1970,rng_1971_2000,rng_2001_2017
Stepanakert,39.8,Nagorno-Karabakh Republic,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,39.8265279,46.7655746,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Ankara,39.87,Turkey,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,39.9333635,32.8597419,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Beijing,39.9,China,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,39.9041999,116.4073963,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Yerevan,40.18,Armenia,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,40.1791857,44.4991029,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Baku,40.38,Azerbaijan,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,40.4092617,49.8670924,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Madrid,40.38,Spain,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,40.4167754,-3.7037902,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Tashkent,41.27,Uzbekistan,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,41.2994958,69.2400734,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Tirana,41.32,Albania,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,41.3275459,19.8186982,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Tbilisi (official),41.72,Georgia,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,41.7151377,44.827096,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Rome,41.9,Italy,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,41.9027835,12.4963655,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Vatican City,41.9,Vatican City,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,41.902916,12.453389,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Skopje,42.0,Macedonia,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,41.9960421,21.431647,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Tskhinvali,42.23,South Ossetia,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,42.2214597,43.9644051,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Kutaisi (legislative),42.25,Georgia,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,42.2662428,42.7180019,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Podgorica (official)Cetinje (seat of the President),42.43,Montenegro,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,42.4304196,19.2593642,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Andorra la Vella,42.5,Andorra,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,42.5063174,1.5218355,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Pristina,42.67,Kosovo[g],north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,42.6629138,21.1655028,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Sofia,42.7,Bulgaria,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,42.6977082,23.3218675,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Bishkek,42.87,Kyrgyzstan,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,42.8746212,74.5697617,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
